architecture,method,config_name,partition_seed,train_seed,tag,dimension,rounds,local_steps,local_lr,final_train_objective,final_train_ce,final_test_ce,final_test_accuracy,final_macro_accuracy,final_worst_class_accuracy,whole_train_objective,uplink_payload_bits,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,broadcast_total_bits,unicast_hybrid_total_bits,messages,coordinate_events,events_per_message,mean_delta_norm,replay_rounds,checkpoint_rounds,rho,threshold,jump0,jump_exponent,topk_fraction,strom_threshold,init_scale,server_gain,elapsed_seconds,seconds_per_round,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
cifar_resnet14_groupnorm_torch,strom,strom_t01,4200,94200,heldout-r3000,175258,3000,5,0.05,28.544456230616568,2.100562951660156,2.153131915283203,0.3761,0.3761000335216522,0.00800000037997961,19.828462199740265,1295549200,1297469200,1303077520,13031735200,2600546720,14329204400,30000,68186800,2272.8933333333334,0.33735244488542276,3000,0,0.999,0.025,0.005,0.3,0.01,0.01,1.0,1.0,2610.7502153000096,0.8702500717666699,0.5680000185966492,0.45100000500679016,0.9639999866485596,0.00800000037997961,0.02199999988079071,0.08299999684095383,0.05299999937415123,0.45899999141693115,0.3140000104904175,0.8389999866485596
