round,train_objective,train_ce,test_ce,test_accuracy,macro_accuracy,worst_class_accuracy,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,coordinate_events,messages,replay_rounds,checkpoint_rounds,round_coordinate_events,round_messages,round_uplink_packetized_bits,server_update_norm,aggregate_nonzeros,elapsed_seconds,config_name,method,partition_seed,train_seed,tag
1,3.001840383806523,2.5773129150390623,2.5755859619140624,0.102,0.10199999809265137,0.0,56083200,11216640,112166720,0,10,0,1,0,10,56083200,1.5600864887237549,175258,0.5911571999968146,dense_g15,dense,5100,95100,heldout-r1800
15,2.586294624108166,2.1642308959960936,2.160805865478516,0.2011,0.20110002160072327,0.0,841248000,89733120,897336000,0,150,0,15,0,10,56083200,0.08716575056314468,175258,7.437307100000908,dense_g15,dense,5100,95100,heldout-r1800
30,2.4573253461595432,2.037420568847656,2.0285400939941405,0.2755,0.27549999952316284,0.0,1682496000,173857920,1738588800,0,300,0,30,0,10,56083200,0.0868370532989502,175258,14.859487399997306,dense_g15,dense,5100,95100,heldout-r1800
45,2.3791007368118007,1.9612302856445312,1.9527880432128906,0.2711,0.2711000144481659,0.014000000432133675,2523744000,257982720,2579841600,0,450,0,45,0,10,56083200,0.08828073740005493,175258,22.200489599999855,dense_g15,dense,5100,95100,heldout-r1800
60,2.322559008828917,1.9067196655273437,1.9020530517578125,0.3015,0.30150002241134644,0.003000000026077032,3364992000,342107520,3421094400,0,600,0,60,0,10,56083200,0.07472158223390579,175258,29.60273359999701,dense_g15,dense,5100,95100,heldout-r1800
75,2.279887137067018,1.8660208984375,1.866552178955078,0.3282,0.32819998264312744,0.01600000075995922,4206240000,426232320,4262347200,0,750,0,75,0,10,56083200,0.09100264310836792,175258,36.92955209999491,dense_g15,dense,5100,95100,heldout-r1800
90,2.2355556975076323,1.8236358032226563,1.824352752685547,0.3293,0.32930001616477966,0.052000001072883606,5047488000,510357120,5103600000,0,900,0,90,0,10,56083200,0.11164785176515579,175258,44.28318299999955,dense_g15,dense,5100,95100,heldout-r1800
105,2.182447644278139,1.772375390625,1.7719805908203126,0.3595,0.3595000207424164,0.06800000369548798,5888736000,594481920,5944852800,0,1050,0,105,0,10,56083200,0.08628112077713013,175258,51.61597130000155,dense_g15,dense,5100,95100,heldout-r1800
120,2.1663773663328376,1.7581220458984375,1.7573156829833985,0.368,0.36800000071525574,0.026000000536441803,6729984000,678606720,6786105600,0,1200,0,120,0,10,56083200,0.13206814229488373,175258,58.96401119999791,dense_g15,dense,5100,95100,heldout-r1800
135,2.1264337072088035,1.7199540649414062,1.7263861450195312,0.3715,0.37150001525878906,0.11599999666213989,7571232000,762731520,7627358400,0,1350,0,135,0,10,56083200,0.1286282241344452,175258,66.31240479999542,dense_g15,dense,5100,95100,heldout-r1800
150,2.0735923881680587,1.6688785034179687,1.6699696258544923,0.4019,0.4019000232219696,0.1080000028014183,8412480000,846856320,8468611200,0,1500,0,150,0,10,56083200,0.08524899929761887,175258,73.64110119999532,dense_g15,dense,5100,95100,heldout-r1800
165,2.0494359313591266,1.6464039916992188,1.6454295013427735,0.4021,0.40209999680519104,0.12700000405311584,9253728000,930981120,9309864000,0,1650,0,165,0,10,56083200,0.12108340114355087,175258,80.98026830000163,dense_g15,dense,5100,95100,heldout-r1800
180,2.020786881027836,1.6194283813476562,1.621453207397461,0.4224,0.42239999771118164,0.12700000405311584,10094976000,1015105920,10151116800,0,1800,0,180,0,10,56083200,0.1049410030245781,175258,88.30948479999643,dense_g15,dense,5100,95100,heldout-r1800
195,2.0358662173195508,1.6361951171875,1.6347257873535157,0.4068,0.4068000018596649,0.12800000607967377,10936224000,1099230720,10992369600,0,1950,0,195,0,10,56083200,0.12284091860055923,175258,95.6427315999972,dense_g15,dense,5100,95100,heldout-r1800
210,1.9823269381114281,1.5843268188476562,1.5796826416015626,0.4282,0.42820000648498535,0.0560000017285347,11777472000,1183355520,11833622400,0,2100,0,210,0,10,56083200,0.11950231343507767,175258,102.9900198999967,dense_g15,dense,5100,95100,heldout-r1800
225,1.9558156325280434,1.5594813232421876,1.5583753814697265,0.4398,0.4398000240325928,0.20000000298023224,12618720000,1267480320,12674875200,0,2250,0,225,0,10,56083200,0.11166070401668549,175258,110.3860468999992,dense_g15,dense,5100,95100,heldout-r1800
