round,group,parameter_count,coordinate_events,active_clients,firing_fraction,mean_abs_pre_reset_evidence,config_name,partition_seed,train_seed
1,stem,464,289,10,0.06228448275862069,0.004480438283644616,event_t0125_q005,4800,94800
1,stage1.block1,4672,1613,9,0.03452482876712329,0.0028327729203738274,event_t0125_q005,4800,94800
1,stage1.block2,4672,1019,10,0.021810787671232876,0.002222486783284694,event_t0125_q005,4800,94800
1,stage2.block1,14528,6763,10,0.04655148678414097,0.0027105513261631133,event_t0125_q005,4800,94800
1,stage2.block2,18560,9320,10,0.050215517241379314,0.0031149674905464053,event_t0125_q005,4800,94800
1,stage3.block1,57728,29239,10,0.05064959811529934,0.003020067373290658,event_t0125_q005,4800,94800
1,stage3.block2,73984,41521,10,0.05612159385813149,0.003221836686134338,event_t0125_q005,4800,94800
1,head,650,1925,10,0.29615384615384616,0.014991371240466834,event_t0125_q005,4800,94800
2,stem,464,32,10,0.006896551724137931,0.0037724794587120415,event_t0125_q005,4800,94800
2,stage1.block1,4672,197,10,0.004216609589041096,0.002457804197911173,event_t0125_q005,4800,94800
2,stage1.block2,4672,116,10,0.0024828767123287673,0.0020052652223967017,event_t0125_q005,4800,94800
2,stage2.block1,14528,756,10,0.005203744493392071,0.0019671757821924985,event_t0125_q005,4800,94800
2,stage2.block2,18560,718,10,0.0038685344827586207,0.002277874923311174,event_t0125_q005,4800,94800
2,stage3.block1,57728,3938,10,0.006821646341463415,0.0022112778620794415,event_t0125_q005,4800,94800
2,stage3.block2,73984,5818,10,0.007863862456747405,0.0023332235869020224,event_t0125_q005,4800,94800
2,head,650,1699,10,0.2613846153846154,0.011440848978236318,event_t0125_q005,4800,94800
3,stem,464,39,9,0.008405172413793103,0.003944256855174899,event_t0125_q005,4800,94800
3,stage1.block1,4672,161,9,0.0034460616438356166,0.002508778311312199,event_t0125_q005,4800,94800
3,stage1.block2,4672,86,10,0.0018407534246575343,0.00207483033882454,event_t0125_q005,4800,94800
3,stage2.block1,14528,510,10,0.0035104625550660793,0.00197047475958243,event_t0125_q005,4800,94800
3,stage2.block2,18560,500,10,0.0026939655172413795,0.002296374808065593,event_t0125_q005,4800,94800
3,stage3.block1,57728,2786,10,0.0048260809312638585,0.002230731234885752,event_t0125_q005,4800,94800
3,stage3.block2,73984,5380,10,0.007271842560553634,0.002391111897304654,event_t0125_q005,4800,94800
3,head,650,1581,10,0.24323076923076922,0.010315281199291348,event_t0125_q005,4800,94800
4,stem,464,11,5,0.0023706896551724138,0.0038909111404791473,event_t0125_q005,4800,94800
