round,train_objective,train_ce,test_ce,test_accuracy,macro_accuracy,worst_class_accuracy,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,coordinate_events,messages,replay_rounds,checkpoint_rounds,round_coordinate_events,round_messages,round_uplink_packetized_bits,server_update_norm,aggregate_nonzeros,elapsed_seconds,config_name,method,partition_seed,train_seed,tag
1,3.0424167833033047,2.6175761474609374,2.6391476501464846,0.1,0.10000000149011612,0.0,56083200,11216640,112166720,0,10,0,1,0,10,56083200,2.1228368282318115,175258,0.7567445999011397,dense_g20,dense,4100,94100,dense-audit-r900
15,2.7612342220672783,2.3395627807617188,2.340713464355469,0.1032,0.10319999605417252,0.0,841248000,89733120,897336000,0,150,0,15,0,10,56083200,0.29482346773147583,175258,7.817704900167882,dense_g20,dense,4100,94100,dense-audit-r900
30,2.5287135996481362,2.1098575805664064,2.099323828125,0.223,0.22300000488758087,0.0,1682496000,173857920,1738588800,0,300,0,30,0,10,56083200,0.2115553319454193,175258,15.469550100155175,dense_g20,dense,4100,94100,dense-audit-r900
45,2.422210025830031,2.0060579345703125,2.0004184020996094,0.2339,0.2339000254869461,0.003000000026077032,2523744000,257982720,2579841600,0,450,0,45,0,10,56083200,0.1819239854812622,175258,23.0449924999848,dense_g20,dense,4100,94100,dense-audit-r900
60,2.4073978131863085,1.993944287109375,1.9938764282226562,0.2883,0.2883000075817108,0.020999999716877937,3364992000,342107520,3421094400,0,600,0,60,0,10,56083200,0.23956690728664398,175258,30.60649639973417,dense_g20,dense,4100,94100,dense-audit-r900
75,2.2780098785089735,1.867147119140625,1.8683953125,0.2986,0.2986000180244446,0.020999999716877937,4206240000,426232320,4262347200,0,750,0,75,0,10,56083200,0.1454964578151703,175258,38.25432730000466,dense_g20,dense,4100,94100,dense-audit-r900
90,2.286074025198707,1.877778662109375,1.879129815673828,0.3197,0.3197000026702881,0.06800000369548798,5047488000,510357120,5103600000,0,900,0,90,0,10,56083200,0.22640447318553925,175258,46.06829069973901,dense_g20,dense,4100,94100,dense-audit-r900
105,2.3226904668519275,1.916819091796875,1.9131610900878906,0.2986,0.2986000180244446,0.0,5888736000,594481920,5944852800,0,1050,0,105,0,10,56083200,0.3201417028903961,175258,53.866847599856555,dense_g20,dense,4100,94100,dense-audit-r900
120,2.1516421975224977,1.7481527587890624,1.740226971435547,0.3691,0.36910000443458557,0.05700000002980232,6729984000,678606720,6786105600,0,1200,0,120,0,10,56083200,0.18253956735134125,175258,61.45018419995904,dense_g20,dense,4100,94100,dense-audit-r900
135,2.1915803705352124,1.7904152954101562,1.7913573425292968,0.3523,0.3522999882698059,0.0949999988079071,7571232000,762731520,7627358400,0,1350,0,135,0,10,56083200,0.302916556596756,175258,69.05326039995998,dense_g20,dense,4100,94100,dense-audit-r900
