architecture,method,config_name,partition_seed,train_seed,tag,dimension,rounds,local_steps,local_lr,final_train_objective,final_train_ce,final_test_ce,final_test_accuracy,final_macro_accuracy,final_worst_class_accuracy,whole_train_objective,uplink_payload_bits,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,broadcast_total_bits,unicast_hybrid_total_bits,messages,coordinate_events,events_per_message,mean_delta_norm,replay_rounds,checkpoint_rounds,rho,threshold,jump0,jump_exponent,topk_fraction,strom_threshold,init_scale,server_gain,elapsed_seconds,seconds_per_round,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
cifar_resnet14_groupnorm_torch,event,event_t0125_q005,4400,94400,heldout-r1800,175258,1800,5,0.05,0.8304429841756821,0.381387255859375,0.7202770889282226,0.7585,0.7584999799728394,0.5230000019073486,1.473084370693347,1925772037,1926924037,1932532357,19325899570,3859456394,21252823607,18000,101356423,5630.912388888889,0.3640555200088355,1800,0,0.999,0.0125,0.005,0.3,0.01,0.01,1.0,1.0,938.8420039999983,0.5215788911111101,0.781000018119812,0.8859999775886536,0.5960000157356262,0.5230000019073486,0.7820000052452087,0.7549999952316284,0.7599999904632568,0.8220000267028809,0.8349999785423279,0.8450000286102295
