round,group,parameter_count,coordinate_events,active_clients,firing_fraction,mean_abs_pre_reset_evidence,config_name,partition_seed,train_seed
1,stem,464,294,10,0.06336206896551724,0.004412530595436693,event_t0125_q005,4600,94600
1,stage1.block1,4672,1482,10,0.03172089041095891,0.00286276014521718,event_t0125_q005,4600,94600
1,stage1.block2,4672,966,10,0.0206763698630137,0.0022553924936801195,event_t0125_q005,4600,94600
1,stage2.block1,14528,6425,10,0.04422494493392071,0.0026323560741730034,event_t0125_q005,4600,94600
1,stage2.block2,18560,9246,10,0.049816810344827586,0.0030624784994870424,event_t0125_q005,4600,94600
1,stage3.block1,57728,29217,10,0.050611488359201776,0.0030335225048474966,event_t0125_q005,4600,94600
1,stage3.block2,73984,42239,10,0.05709207396193772,0.0032545136287808417,event_t0125_q005,4600,94600
1,head,650,2000,10,0.3076923076923077,0.016013092640787364,event_t0125_q005,4600,94600
2,stem,464,24,8,0.005172413793103448,0.003620969201438129,event_t0125_q005,4600,94600
2,stage1.block1,4672,214,10,0.004580479452054795,0.002512007788755,event_t0125_q005,4600,94600
2,stage1.block2,4672,120,10,0.0025684931506849314,0.0020215884898789225,event_t0125_q005,4600,94600
2,stage2.block1,14528,745,10,0.0051280286343612334,0.001933745585847646,event_t0125_q005,4600,94600
2,stage2.block2,18560,670,10,0.003609913793103448,0.002211696049198508,event_t0125_q005,4600,94600
2,stage3.block1,57728,3731,10,0.006463068181818182,0.0022241191705688833,event_t0125_q005,4600,94600
2,stage3.block2,73984,5802,10,0.00784223615916955,0.0023480831645429135,event_t0125_q005,4600,94600
2,head,650,1673,10,0.2573846153846154,0.01091853305697441,event_t0125_q005,4600,94600
3,stem,464,21,5,0.004525862068965518,0.0037752607138827445,event_t0125_q005,4600,94600
3,stage1.block1,4672,134,10,0.0028681506849315068,0.002531172055751085,event_t0125_q005,4600,94600
3,stage1.block2,4672,79,9,0.0016909246575342466,0.002071987651288509,event_t0125_q005,4600,94600
3,stage2.block1,14528,392,10,0.002698237885462555,0.0019069341593421995,event_t0125_q005,4600,94600
3,stage2.block2,18560,333,10,0.0017941810344827586,0.00222560839029029,event_t0125_q005,4600,94600
3,stage3.block1,57728,3108,10,0.005383869179600887,0.0022680745692923664,event_t0125_q005,4600,94600
3,stage3.block2,73984,6003,10,0.00811391652249135,0.002413873770274222,event_t0125_q005,4600,94600
3,head,650,1494,10,0.22984615384615384,0.010249640606343747,event_t0125_q005,4600,94600
4,stem,464,19,6,0.004094827586206897,0.00388725153170526,event_t0125_q005,4600,94600
4,stage1.block1,4672,87,9,0.0018621575342465753,0.002542418404482305,event_t0125_q005,4600,94600
4,stage1.block2,4672,63,9,0.0013484589041095891,0.0021200662711635234,event_t0125_q005,4600,94600
4,stage2.block1,14528,483,10,0.003324614537444934,0.0019674691488035024,event_t0125_q005,4600,94600
4,stage2.block2,18560,475,10,0.0025592672413793103,0.0022704169270582495,event_t0125_q005,4600,94600
4,stage3.block1,57728,4033,10,0.0069862111973392465,0.0023626160807907583,event_t0125_q005,4600,94600
4,stage3.block2,73984,7077,10,0.009565581747404845,0.0024982599541544916,event_t0125_q005,4600,94600
4,head,650,1631,10,0.2509230769230769,0.01073333378881216,event_t0125_q005,4600,94600
5,stem,464,22,8,0.0047413793103448275,0.003984528128057718,event_t0125_q005,4600,94600
5,stage1.block1,4672,130,10,0.0027825342465753423,0.002588380849920213,event_t0125_q005,4600,94600
5,stage1.block2,4672,84,9,0.001797945205479452,0.002168410993181169,event_t0125_q005,4600,94600
5,stage2.block1,14528,469,10,0.003228248898678414,0.001991504488978535,event_t0125_q005,4600,94600
5,stage2.block2,18560,483,10,0.0026023706896551725,0.0023153506917878985,event_t0125_q005,4600,94600
5,stage3.block1,57728,4779,10,0.008278478381374722,0.0024403731571510435,event_t0125_q005,4600,94600
5,stage3.block2,73984,8179,10,0.011055092993079585,0.0025718759279698133,event_t0125_q005,4600,94600
5,head,650,1671,10,0.2570769230769231,0.011668903566896916,event_t0125_q005,4600,94600
6,stem,464,17,7,0.003663793103448276,0.004054273664951325,event_t0125_q005,4600,94600
6,stage1.block1,4672,130,9,0.0027825342465753423,0.002621217491105199,event_t0125_q005,4600,94600
6,stage1.block2,4672,156,10,0.003339041095890411,0.0022370407008565963,event_t0125_q005,4600,94600
6,stage2.block1,14528,601,10,0.004136839207048458,0.0020503822015598416,event_t0125_q005,4600,94600
6,stage2.block2,18560,623,10,0.0033566810344827585,0.002365902462042868,event_t0125_q005,4600,94600
6,stage3.block1,57728,4944,10,0.00856430155210643,0.0025055418722331525,event_t0125_q005,4600,94600
6,stage3.block2,73984,8086,10,0.010929390138408305,0.0026170869823545218,event_t0125_q005,4600,94600
6,head,650,1766,10,0.2716923076923077,0.011625395715236663,event_t0125_q005,4600,94600
7,stem,464,31,10,0.006681034482758621,0.004178500664420426,event_t0125_q005,4600,94600
7,stage1.block1,4672,141,10,0.0030179794520547947,0.002650657924823463,event_t0125_q005,4600,94600
7,stage1.block2,4672,150,9,0.003210616438356164,0.002289276896044612,event_t0125_q005,4600,94600
7,stage2.block1,14528,715,10,0.004921530837004405,0.0020944996969774364,event_t0125_q005,4600,94600
7,stage2.block2,18560,747,10,0.00402478448275862,0.002409242931753397,event_t0125_q005,4600,94600
7,stage3.block1,57728,5961,10,0.010326011640798227,0.00257803478743881,event_t0125_q005,4600,94600
7,stage3.block2,73984,9150,10,0.01236753892733564,0.002673876122571528,event_t0125_q005,4600,94600
7,head,650,1747,10,0.26876923076923076,0.011898892186582088,event_t0125_q005,4600,94600
8,stem,464,26,10,0.005603448275862069,0.0042044644244015215,event_t0125_q005,4600,94600
8,stage1.block1,4672,160,9,0.003424657534246575,0.0026937866117805243,event_t0125_q005,4600,94600
8,stage1.block2,4672,161,10,0.0034460616438356166,0.002363736880943179,event_t0125_q005,4600,94600
8,stage2.block1,14528,917,10,0.006311949339207049,0.0021587911061942576,event_t0125_q005,4600,94600
8,stage2.block2,18560,878,10,0.0047306034482758625,0.0024781168904155493,event_t0125_q005,4600,94600
8,stage3.block1,57728,7062,10,0.012233231707317074,0.0026658827671781184,event_t0125_q005,4600,94600
8,stage3.block2,73984,10631,10,0.014369323096885813,0.0027429159497842194,event_t0125_q005,4600,94600
8,head,650,1902,10,0.2926153846153846,0.01367079671472311,event_t0125_q005,4600,94600
9,stem,464,29,7,0.00625,0.004329610359854996,event_t0125_q005,4600,94600
9,stage1.block1,4672,108,10,0.0023116438356164384,0.0027358548482879995,event_t0125_q005,4600,94600
9,stage1.block2,4672,177,10,0.003788527397260274,0.002432773436885327,event_t0125_q005,4600,94600
9,stage2.block1,14528,818,10,0.005630506607929515,0.0021845798939466475,event_t0125_q005,4600,94600
9,stage2.block2,18560,873,10,0.004703663793103449,0.002506309887394309,event_t0125_q005,4600,94600
9,stage3.block1,57728,6429,10,0.011136710088691796,0.002689464297145605,event_t0125_q005,4600,94600
9,stage3.block2,73984,9501,10,0.012841965830449827,0.0027542565017938613,event_t0125_q005,4600,94600
9,head,650,1986,10,0.30553846153846154,0.01375994849950075,event_t0125_q005,4600,94600
10,stem,464,39,10,0.008405172413793103,0.004406538745388389,event_t0125_q005,4600,94600
10,stage1.block1,4672,114,10,0.002440068493150685,0.0027536295587196947,event_t0125_q005,4600,94600
10,stage1.block2,4672,162,10,0.0034674657534246576,0.002467235818039626,event_t0125_q005,4600,94600
10,stage2.block1,14528,912,10,0.006277533039647577,0.0022378282621502875,event_t0125_q005,4600,94600
10,stage2.block2,18560,947,10,0.0051023706896551725,0.0025456174043938518,event_t0125_q005,4600,94600
10,stage3.block1,57728,6648,10,0.011516075388026608,0.0027479576878249646,event_t0125_q005,4600,94600
10,stage3.block2,73984,9320,10,0.012597318339100346,0.002799842902459204,event_t0125_q005,4600,94600
10,head,650,1461,10,0.22476923076923078,0.011596155585721135,event_t0125_q005,4600,94600
11,stem,464,34,8,0.007327586206896552,0.004432891472242772,event_t0125_q005,4600,94600
11,stage1.block1,4672,170,10,0.003638698630136986,0.002789092040620744,event_t0125_q005,4600,94600
11,stage1.block2,4672,180,10,0.003852739726027397,0.0025330900214612486,event_t0125_q005,4600,94600
11,stage2.block1,14528,866,10,0.005960903083700441,0.0022690942278131843,event_t0125_q005,4600,94600
11,stage2.block2,18560,879,10,0.004735991379310345,0.0025735075352713464,event_t0125_q005,4600,94600
11,stage3.block1,57728,6631,10,0.011486626940133037,0.0027879009023308752,event_t0125_q005,4600,94600
11,stage3.block2,73984,9927,10,0.013417766003460207,0.002848208136856556,event_t0125_q005,4600,94600
11,head,650,1672,10,0.2572307692307692,0.01153723243623972,event_t0125_q005,4600,94600
12,stem,464,33,9,0.007112068965517242,0.004507256601937115,event_t0125_q005,4600,94600
12,stage1.block1,4672,168,10,0.003595890410958904,0.002828543004579842,event_t0125_q005,4600,94600
12,stage1.block2,4672,247,10,0.005286815068493151,0.002599048032425344,event_t0125_q005,4600,94600
12,stage2.block1,14528,1131,10,0.0077849669603524225,0.0023501503746956587,event_t0125_q005,4600,94600
12,stage2.block2,18560,1174,10,0.006325431034482759,0.002637043665163219,event_t0125_q005,4600,94600
12,stage3.block1,57728,7648,10,0.013248337028824834,0.002870649006217718,event_t0125_q005,4600,94600
12,stage3.block2,73984,10930,10,0.014773464532871972,0.002908128686249256,event_t0125_q005,4600,94600
12,head,650,1893,10,0.29123076923076924,0.012832802534103394,event_t0125_q005,4600,94600
13,stem,464,33,9,0.007112068965517242,0.004575940337963403,event_t0125_q005,4600,94600
13,stage1.block1,4672,166,10,0.003553082191780822,0.00286996450740844,event_t0125_q005,4600,94600
