architecture,method,config_name,partition_seed,train_seed,tag,dimension,rounds,local_steps,local_lr,final_train_objective,final_train_ce,final_test_ce,final_test_accuracy,final_macro_accuracy,final_worst_class_accuracy,whole_train_objective,uplink_payload_bits,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,broadcast_total_bits,unicast_hybrid_total_bits,messages,coordinate_events,events_per_message,mean_delta_norm,replay_rounds,checkpoint_rounds,rho,threshold,jump0,jump_exponent,topk_fraction,strom_threshold,init_scale,server_gain,elapsed_seconds,seconds_per_round,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
cifar_resnet14_groupnorm_torch,dense,dense_g10,4100,94100,dense-audit-r900,175258,900,5,0.05,1.5816720226302279,1.2205668029785157,1.241347607421875,0.556,0.5560000538825989,0.3619999885559082,1.913786873811469,50474304000,50474880000,5053096320,50531251200,55527976320,101006131200,9000,0,0.0,0.27941706209381423,0,900,0.999,0.025,0.005,0.3,0.01,0.01,1.0,1.0,589.0813203002326,0.6545348003335918,0.5569999814033508,0.703000009059906,0.3619999885559082,0.3799999952316284,0.38999998569488525,0.5299999713897705,0.6050000190734863,0.6570000052452087,0.7080000042915344,0.6679999828338623
