round,group,parameter_count,coordinate_events,active_clients,firing_fraction,mean_abs_pre_reset_evidence,config_name,partition_seed,train_seed
1,stem,464,300,9,0.06465517241379311,0.004584055044688284,event_t0125_q005,4500,94500
1,stage1.block1,4672,1742,10,0.03728595890410959,0.0028959942981600763,event_t0125_q005,4500,94500
1,stage1.block2,4672,1084,10,0.023202054794520546,0.002308410231489688,event_t0125_q005,4500,94500
1,stage2.block1,14528,6500,10,0.044741189427312776,0.0026843826635740697,event_t0125_q005,4500,94500
1,stage2.block2,18560,9125,10,0.04916487068965517,0.003066797205246985,event_t0125_q005,4500,94500
1,stage3.block1,57728,29702,10,0.051451635254988914,0.0030668506864458323,event_t0125_q005,4500,94500
1,stage3.block2,73984,42434,10,0.05735564446366782,0.0032854157499969004,event_t0125_q005,4500,94500
1,head,650,1935,10,0.2976923076923077,0.015672385692596436,event_t0125_q005,4500,94500
2,stem,464,24,7,0.005172413793103448,0.0036974978400394322,event_t0125_q005,4500,94500
2,stage1.block1,4672,142,9,0.0030393835616438357,0.002399069000966847,event_t0125_q005,4500,94500
2,stage1.block2,4672,89,10,0.0019049657534246575,0.0020363945048302414,event_t0125_q005,4500,94500
2,stage2.block1,14528,661,10,0.004549834801762114,0.0019541734363883734,event_t0125_q005,4500,94500
2,stage2.block2,18560,600,10,0.003232758620689655,0.002234895364381373,event_t0125_q005,4500,94500
2,stage3.block1,57728,3800,10,0.006582594235033259,0.0022217231802642346,event_t0125_q005,4500,94500
2,stage3.block2,73984,6377,10,0.008619431228373702,0.0023861841997131704,event_t0125_q005,4500,94500
2,head,650,1721,10,0.26476923076923076,0.011044727638363838,event_t0125_q005,4500,94500
3,stem,464,25,10,0.005387931034482759,0.0038354902993887664,event_t0125_q005,4500,94500
3,stage1.block1,4672,173,9,0.0037029109589041096,0.002475982578471303,event_t0125_q005,4500,94500
3,stage1.block2,4672,119,9,0.0025470890410958904,0.002135860582347959,event_t0125_q005,4500,94500
3,stage2.block1,14528,610,10,0.004198788546255506,0.0019673188449814915,event_t0125_q005,4500,94500
3,stage2.block2,18560,445,10,0.0023976293103448276,0.0022598978714086114,event_t0125_q005,4500,94500
3,stage3.block1,57728,3523,10,0.006102757760532151,0.0022696575149893762,event_t0125_q005,4500,94500
3,stage3.block2,73984,6678,10,0.009026275951557094,0.0024658656446263196,event_t0125_q005,4500,94500
3,head,650,1426,10,0.21938461538461537,0.01058865231461823,event_t0125_q005,4500,94500
4,stem,464,21,8,0.004525862068965518,0.0039053197018802167,event_t0125_q005,4500,94500
4,stage1.block1,4672,97,10,0.0020761986301369864,0.0024955976870842276,event_t0125_q005,4500,94500
4,stage1.block2,4672,77,8,0.0016481164383561643,0.0021660759113729,event_t0125_q005,4500,94500
4,stage2.block1,14528,441,10,0.0030355176211453744,0.0019844067632220686,event_t0125_q005,4500,94500
4,stage2.block2,18560,418,10,0.002252155172413793,0.0022983331698924305,event_t0125_q005,4500,94500
4,stage3.block1,57728,3989,10,0.0069099916851441245,0.00234893336892128,event_t0125_q005,4500,94500
4,stage3.block2,73984,7394,10,0.00999405276816609,0.002539307065308094,event_t0125_q005,4500,94500
4,head,650,1833,10,0.282,0.011782730650156736,event_t0125_q005,4500,94500
5,stem,464,16,4,0.0034482758620689655,0.004074449697509408,event_t0125_q005,4500,94500
5,stage1.block1,4672,162,10,0.0034674657534246576,0.002596867678221315,event_t0125_q005,4500,94500
5,stage1.block2,4672,159,9,0.003403253424657534,0.0023018862470053137,event_t0125_q005,4500,94500
5,stage2.block1,14528,583,10,0.0040129405286343615,0.0020438679959625004,event_t0125_q005,4500,94500
5,stage2.block2,18560,548,10,0.0029525862068965516,0.0023668943787924944,event_t0125_q005,4500,94500
5,stage3.block1,57728,4623,10,0.0080082455654102,0.002429098729044199,event_t0125_q005,4500,94500
5,stage3.block2,73984,8990,10,0.012151275951557093,0.0026317878626286985,event_t0125_q005,4500,94500
5,head,650,2002,10,0.308,0.012784029450267553,event_t0125_q005,4500,94500
6,stem,464,38,9,0.008189655172413794,0.004165583639405668,event_t0125_q005,4500,94500
6,stage1.block1,4672,110,9,0.0023544520547945204,0.0026149449637159704,event_t0125_q005,4500,94500
6,stage1.block2,4672,104,10,0.002226027397260274,0.002320425980724394,event_t0125_q005,4500,94500
6,stage2.block1,14528,697,10,0.004797632158590308,0.0020938807749189435,event_t0125_q005,4500,94500
6,stage2.block2,18560,747,10,0.00402478448275862,0.002425785828381777,event_t0125_q005,4500,94500
6,stage3.block1,57728,6086,10,0.010542544345898004,0.0025233711348846555,event_t0125_q005,4500,94500
6,stage3.block2,73984,9944,10,0.013440743944636678,0.002689767046831548,event_t0125_q005,4500,94500
6,head,650,1977,10,0.30415384615384616,0.013352678250521421,event_t0125_q005,4500,94500
7,stem,464,40,10,0.008620689655172414,0.004278551950119436,event_t0125_q005,4500,94500
7,stage1.block1,4672,140,10,0.0029965753424657533,0.002695497346576303,event_t0125_q005,4500,94500
7,stage1.block2,4672,149,10,0.003189212328767123,0.0024317516130395234,event_t0125_q005,4500,94500
7,stage2.block1,14528,725,10,0.004990363436123348,0.002148459036834538,event_t0125_q005,4500,94500
