architecture,method,config_name,partition_seed,train_seed,tag,dimension,rounds,local_steps,local_lr,final_train_objective,final_train_ce,final_test_ce,final_test_accuracy,final_macro_accuracy,final_worst_class_accuracy,whole_train_objective,uplink_payload_bits,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,broadcast_total_bits,unicast_hybrid_total_bits,messages,coordinate_events,events_per_message,mean_delta_norm,replay_rounds,checkpoint_rounds,rho,threshold,jump0,jump_exponent,topk_fraction,strom_threshold,init_scale,server_gain,elapsed_seconds,seconds_per_round,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
cifar_resnet14_groupnorm_torch,sign_ef,sign_ef,4500,94500,heldout-r1800,175258,1800,5,0.05,1.3652364509832113,0.9264013671875,0.9909732818603516,0.6498,0.6498000025749207,0.45100000500679016,1.7387847163574766,3155220000,3156372000,3161980320,31620379200,6318352320,34776751200,18000,0,0.0,0.28701164463824697,1800,0,0.999,0.025,0.005,0.3,0.01,0.01,1.0,1.0,894.2076965000015,0.49678205361111194,0.6290000081062317,0.8080000281333923,0.5680000185966492,0.45100000500679016,0.5509999990463257,0.4740000069141388,0.7730000019073486,0.7020000219345093,0.7789999842643738,0.7630000114440918
