round,train_objective,train_ce,test_ce,test_accuracy,macro_accuracy,worst_class_accuracy,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,coordinate_events,messages,replay_rounds,checkpoint_rounds,round_coordinate_events,round_messages,round_uplink_packetized_bits,server_update_norm,aggregate_nonzeros,elapsed_seconds,config_name,method,partition_seed,train_seed,tag
1,2.874597224913183,2.450145153808594,2.462098620605469,0.0953,0.09529999643564224,0.0,56083200,11216640,112166720,0,10,0,1,0,10,56083200,0.5307092070579529,175258,0.9371384000405669,dense_g05,dense,4100,94100,dense-audit-r900
15,2.671283114842436,2.247871142578125,2.246799462890625,0.1793,0.179299995303154,0.004999999888241291,841248000,89733120,897336000,0,150,0,15,0,10,56083200,0.029601171612739563,175258,8.564981000032276,dense_g05,dense,4100,94100,dense-audit-r900
30,2.5849073277056203,2.1623038452148435,2.1607533264160157,0.2397,0.23970000445842743,0.0,1682496000,173857920,1738588800,0,300,0,30,0,10,56083200,0.03213944658637047,175258,16.682465000078082,dense_g05,dense,4100,94100,dense-audit-r900
45,2.5153013371497406,2.0934322631835935,2.087003546142578,0.2476,0.2475999891757965,0.004999999888241291,2523744000,257982720,2579841600,0,450,0,45,0,10,56083200,0.03518906608223915,175258,24.824526800308377,dense_g05,dense,4100,94100,dense-audit-r900
60,2.462762977191285,2.041599938964844,2.0325275085449217,0.2754,0.2754000127315521,0.007000000216066837,3364992000,342107520,3421094400,0,600,0,60,0,10,56083200,0.027076615020632744,175258,32.93051530001685,dense_g05,dense,4100,94100,dense-audit-r900
75,2.4262669737146174,2.005799084472656,1.996563214111328,0.2718,0.2718000113964081,0.017000000923871994,4206240000,426232320,4262347200,0,750,0,75,0,10,56083200,0.028551235795021057,175258,41.03427100041881,dense_g05,dense,4100,94100,dense-audit-r900
90,2.394286689706771,1.9745111450195312,1.9684174011230469,0.2938,0.2937999963760376,0.02199999988079071,5047488000,510357120,5103600000,0,900,0,90,0,10,56083200,0.031401000916957855,175258,49.14430470019579,dense_g05,dense,4100,94100,dense-audit-r900
105,2.362458946207943,1.9433589599609375,1.9364840393066407,0.3074,0.3073999881744385,0.07800000160932541,5888736000,594481920,5944852800,0,1050,0,105,0,10,56083200,0.03340240195393562,175258,57.221880700439215,dense_g05,dense,4100,94100,dense-audit-r900
120,2.340016561355701,1.9215792358398438,1.9147472290039063,0.3041,0.30410000681877136,0.06700000166893005,6729984000,678606720,6786105600,0,1200,0,120,0,10,56083200,0.023271961137652397,175258,65.46284770034254,dense_g05,dense,4100,94100,dense-audit-r900
135,2.315294147275717,1.8975239501953125,1.8931774169921876,0.3119,0.3119000196456909,0.05999999865889549,7571232000,762731520,7627358400,0,1350,0,135,0,10,56083200,0.026301424950361252,175258,73.52723380038515,dense_g05,dense,4100,94100,dense-audit-r900
150,2.2943088505847524,1.8771904418945313,1.8734080718994142,0.329,0.32899999618530273,0.08100000023841858,8412480000,846856320,8468611200,0,1500,0,150,0,10,56083200,0.032198466360569,175258,81.59527420019731,dense_g05,dense,4100,94100,dense-audit-r900
165,2.2797773507768926,1.8633202270507812,1.8598657043457032,0.3289,0.328900009393692,0.09600000083446503,9253728000,930981120,9309864000,0,1650,0,165,0,10,56083200,0.028401019051671028,175258,89.6701613003388,dense_g05,dense,4100,94100,dense-audit-r900
180,2.2521685783998926,1.8363426147460937,1.834185772705078,0.3502,0.35019999742507935,0.16300000250339508,10094976000,1015105920,10151116800,0,1800,0,180,0,10,56083200,0.025301305577158928,175258,97.76457480015233,dense_g05,dense,4100,94100,dense-audit-r900
195,2.2348232543359394,1.8196498168945312,1.8176223449707032,0.3548,0.3548000454902649,0.17299999296665192,10936224000,1099230720,10992369600,0,1950,0,195,0,10,56083200,0.026810936629772186,175258,105.84896880015731,dense_g05,dense,4100,94100,dense-audit-r900
210,2.2193924784187633,1.8048571411132812,1.8030576751708984,0.3576,0.35760003328323364,0.13500000536441803,11777472000,1183355520,11833622400,0,2100,0,210,0,10,56083200,0.026818301528692245,175258,113.93691690033302,dense_g05,dense,4100,94100,dense-audit-r900
225,2.1960859638600843,1.7821681396484375,1.7816676727294922,0.3685,0.3684999942779541,0.13899999856948853,12618720000,1267480320,12674875200,0,2250,0,225,0,10,56083200,0.026485159993171692,175258,122.19508340023458,dense_g05,dense,4100,94100,dense-audit-r900
240,2.1805876545106875,1.767290283203125,1.7661505493164062,0.3775,0.3774999976158142,0.19599999487400055,13459968000,1351605120,13516128000,0,2400,0,240,0,10,56083200,0.029491586610674858,175258,130.6240951004438,dense_g05,dense,4100,94100,dense-audit-r900
255,2.164323253358691,1.7516470092773437,1.7506986755371094,0.3887,0.388700008392334,0.20200000703334808,14301216000,1435729920,14357380800,0,2550,0,255,0,10,56083200,0.032922565937042236,175258,138.83781870035455,dense_g05,dense,4100,94100,dense-audit-r900
