round,train_objective,train_ce,test_ce,test_accuracy,macro_accuracy,worst_class_accuracy,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,coordinate_events,messages,replay_rounds,checkpoint_rounds,round_coordinate_events,round_messages,round_uplink_packetized_bits,server_update_norm,aggregate_nonzeros,elapsed_seconds,config_name,method,partition_seed,train_seed,tag
360,1.8141837420823286,1.4319712524414063,1.4266045379638672,0.487,0.4869999885559082,0.23800000548362732,20189952000,2024603520,20246150400,0,3600,0,360,0,10,56083200,0.12250252068042755,175258,196.38246769970283,dense_g15,dense,4100,94100,dense-horizon-r1800
375,1.8036663585552482,1.422973681640625,1.4194280853271484,0.4844,0.48440003395080566,0.15199999511241913,21031200000,2108728320,21087403200,0,3750,0,375,0,10,56083200,0.11874506622552872,175258,204.58678859984502,dense_g15,dense,4100,94100,dense-horizon-r1800
390,1.8098300863217796,1.4305604614257812,1.4265342559814453,0.4816,0.4816000163555145,0.19499999284744263,21872448000,2192853120,21928656000,0,3900,0,390,0,10,56083200,0.13155366480350494,175258,212.74663369962946,dense_g15,dense,4100,94100,dense-horizon-r1800
405,1.8058715573880355,1.4280541259765624,1.426228094482422,0.4856,0.48559999465942383,0.11500000208616257,22713696000,2276977920,22769908800,0,4050,0,405,0,10,56083200,0.14366796612739563,175258,220.8897110996768,dense_g15,dense,4100,94100,dense-horizon-r1800
420,1.7763678855121137,1.3999633056640626,1.3961657501220703,0.4944,0.4944000244140625,0.1679999977350235,23554944000,2361102720,23611161600,0,4200,0,420,0,10,56083200,0.1268318146467209,175258,229.09101039962843,dense_g15,dense,4100,94100,dense-horizon-r1800
435,1.7795184883182869,1.4045318359375,1.4024460876464844,0.4913,0.4913000166416168,0.18700000643730164,24396192000,2445227520,24452414400,0,4350,0,435,0,10,56083200,0.14924703538417816,175258,237.2897898000665,dense_g15,dense,4100,94100,dense-horizon-r1800
450,1.7585095642283093,1.3849052856445312,1.3843907165527343,0.4993,0.4993000030517578,0.23000000417232513,25237440000,2529352320,25293667200,0,4500,0,450,0,10,56083200,0.15483957529067993,175258,245.53850449994206,dense_g15,dense,4100,94100,dense-horizon-r1800
465,1.7233919512100984,1.3511875610351562,1.3568583923339843,0.5119,0.511900007724762,0.1899999976158142,26078688000,2613477120,26134920000,0,4650,0,465,0,10,56083200,0.13308748602867126,175258,253.77116459980607,dense_g15,dense,4100,94100,dense-horizon-r1800
480,1.7522706778730732,1.381402001953125,1.3881238311767579,0.4973,0.49729999899864197,0.20999999344348907,26919936000,2697601920,26976172800,0,4800,0,480,0,10,56083200,0.16218537092208862,175258,261.8522164998576,dense_g15,dense,4100,94100,dense-horizon-r1800
495,1.6957754359819925,1.3262593505859375,1.3290025756835937,0.5215,0.5215000510215759,0.2720000147819519,27761184000,2781726720,27817425600,0,4950,0,495,0,10,56083200,0.12738274037837982,175258,270.0654501998797,dense_g15,dense,4100,94100,dense-horizon-r1800
510,1.7278041117378045,1.3596221801757813,1.3596715576171876,0.5125,0.512499988079071,0.20100000500679016,28602432000,2865851520,28658678400,0,5100,0,510,0,10,56083200,0.15207241475582123,175258,278.26096719969064,dense_g15,dense,4100,94100,dense-horizon-r1800
525,1.6879798468053808,1.3210873291015626,1.3265028839111328,0.5172,0.5172000527381897,0.22200000286102295,29443680000,2949976320,29499931200,0,5250,0,525,0,10,56083200,0.1421525478363037,175258,286.67097959993407,dense_g15,dense,4100,94100,dense-horizon-r1800
540,1.6863640847691337,1.3207612060546876,1.3246206604003907,0.5249,0.5249000191688538,0.31299999356269836,30284928000,3034101120,30341184000,0,5400,0,540,0,10,56083200,0.1765337735414505,175258,294.9304571999237,dense_g15,dense,4100,94100,dense-horizon-r1800
555,1.6510906807276422,1.2867530151367188,1.2875633422851562,0.543,0.5429999828338623,0.3499999940395355,31126176000,3118225920,31182436800,0,5550,0,555,0,10,56083200,0.13201355934143066,175258,303.1091896998696,dense_g15,dense,4100,94100,dense-horizon-r1800
570,1.6329661528145896,1.2699136596679688,1.2804057189941407,0.5416,0.5415999889373779,0.25099998712539673,31967424000,3202350720,32023689600,0,5700,0,570,0,10,56083200,0.1275167465209961,175258,311.3567755999975,dense_g15,dense,4100,94100,dense-horizon-r1800
585,1.620383527044952,1.25856083984375,1.2710647277832032,0.5357,0.5356999635696411,0.2849999964237213,32808672000,3286475520,32864942400,0,5850,0,585,0,10,56083200,0.12998196482658386,175258,319.5007206997834,dense_g15,dense,4100,94100,dense-horizon-r1800
600,1.617037545598764,1.2564765747070312,1.2662686859130858,0.5458,0.5458000302314758,0.35899999737739563,33649920000,3370600320,33706195200,0,6000,0,600,0,10,56083200,0.13579250872135162,175258,327.7403317000717,dense_g15,dense,4100,94100,dense-horizon-r1800
615,1.6324873047575355,1.2731919372558593,1.2833977905273437,0.5326,0.5326000452041626,0.26600000262260437,34491168000,3454725120,34547448000,0,6150,0,615,0,10,56083200,0.15276877582073212,175258,335.9020402999595,dense_g15,dense,4100,94100,dense-horizon-r1800
630,1.600064450633945,1.2419995422363281,1.2526579040527344,0.5543,0.5543000102043152,0.2930000126361847,35332416000,3538849920,35388700800,0,6300,0,630,0,10,56083200,0.14555883407592773,175258,344.09528960008174,dense_g15,dense,4100,94100,dense-horizon-r1800
645,1.603262445103936,1.2464221862792968,1.2566835327148438,0.5432,0.5432000160217285,0.2290000021457672,36173664000,3622974720,36229953600,0,6450,0,645,0,10,56083200,0.1501631885766983,175258,352.32979129999876,dense_g15,dense,4100,94100,dense-horizon-r1800
660,1.580575578031689,1.2249243225097657,1.2376479797363282,0.5531,0.553100049495697,0.33399999141693115,37014912000,3707099520,37071206400,0,6600,0,660,0,10,56083200,0.14483734965324402,175258,360.60488240001723,dense_g15,dense,4100,94100,dense-horizon-r1800
675,1.5887118469995447,1.234271923828125,1.2460062683105468,0.5499,0.5498999953269958,0.2930000126361847,37856160000,3791224320,37912459200,0,6750,0,675,0,10,56083200,0.14440205693244934,175258,368.83190310001373,dense_g15,dense,4100,94100,dense-horizon-r1800
690,1.5667726502350532,1.2135269592285156,1.2285203338623047,0.5542,0.5541999936103821,0.3190000057220459,38697408000,3875349120,38753712000,0,6900,0,690,0,10,56083200,0.13320644199848175,175258,376.99920339975506,dense_g15,dense,4100,94100,dense-horizon-r1800
705,1.5541922090501523,1.2021361450195311,1.2144941619873046,0.567,0.5670000314712524,0.3490000069141388,39538656000,3959473920,39594964800,0,7050,0,705,0,10,56083200,0.1328943371772766,175258,385.32175219990313,dense_g15,dense,4100,94100,dense-horizon-r1800
