round,group,parameter_count,coordinate_events,active_clients,firing_fraction,mean_abs_pre_reset_evidence,config_name,partition_seed,train_seed
1,stem,464,306,10,0.06594827586206897,0.004480899055488407,event_t0125_q005,5000,95000
1,stage1.block1,4672,1601,10,0.03426797945205479,0.002875463222153485,event_t0125_q005,5000,95000
1,stage1.block2,4672,1006,10,0.021532534246575342,0.002300901128910482,event_t0125_q005,5000,95000
1,stage2.block1,14528,6405,10,0.04408727973568282,0.002659944910556078,event_t0125_q005,5000,95000
1,stage2.block2,18560,9298,10,0.05009698275862069,0.0030951699009165168,event_t0125_q005,5000,95000
1,stage3.block1,57728,29741,10,0.051519193458980046,0.0030728075420483948,event_t0125_q005,5000,95000
1,stage3.block2,73984,43895,10,0.05933039576124567,0.0033222672063857317,event_t0125_q005,5000,95000
1,head,650,1987,10,0.3056923076923077,0.016123319696635007,event_t0125_q005,5000,95000
2,stem,464,24,8,0.005172413793103448,0.0036132651614025233,event_t0125_q005,5000,95000
2,stage1.block1,4672,241,10,0.005158390410958904,0.0024600159376859665,event_t0125_q005,5000,95000
2,stage1.block2,4672,116,9,0.0024828767123287673,0.0020628861850127576,event_t0125_q005,5000,95000
2,stage2.block1,14528,698,10,0.004804515418502203,0.0019522021990269422,event_t0125_q005,5000,95000
2,stage2.block2,18560,813,10,0.0043803879310344825,0.002247367682866752,event_t0125_q005,5000,95000
2,stage3.block1,57728,3712,10,0.006430155210643016,0.0022461275104433296,event_t0125_q005,5000,95000
2,stage3.block2,73984,6307,10,0.008524816176470587,0.0023951745592057706,event_t0125_q005,5000,95000
2,head,650,1530,10,0.2353846153846154,0.010600883467122912,event_t0125_q005,5000,95000
3,stem,464,23,7,0.004956896551724138,0.00375325414352119,event_t0125_q005,5000,95000
3,stage1.block1,4672,112,10,0.002397260273972603,0.002470062277279794,event_t0125_q005,5000,95000
3,stage1.block2,4672,80,9,0.0017123287671232876,0.0021041563944891096,event_t0125_q005,5000,95000
3,stage2.block1,14528,438,10,0.0030148678414096916,0.0019480048678815365,event_t0125_q005,5000,95000
3,stage2.block2,18560,339,10,0.0018265086206896552,0.0022420208435505627,event_t0125_q005,5000,95000
3,stage3.block1,57728,3025,10,0.0052400914634146345,0.00227778481785208,event_t0125_q005,5000,95000
3,stage3.block2,73984,6179,10,0.008351805795847751,0.002456051832996309,event_t0125_q005,5000,95000
3,head,650,1711,10,0.2632307692307692,0.010596358403563499,event_t0125_q005,5000,95000
4,stem,464,12,6,0.002586206896551724,0.003767943615093827,event_t0125_q005,5000,95000
