round,train_objective,train_ce,test_ce,test_accuracy,macro_accuracy,worst_class_accuracy,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,coordinate_events,messages,replay_rounds,checkpoint_rounds,round_coordinate_events,round_messages,round_uplink_packetized_bits,server_update_norm,aggregate_nonzeros,elapsed_seconds,config_name,method,partition_seed,train_seed,tag
1,3.8517925116918805,3.4100492431640625,3.4295596252441407,0.1,0.10000000149011612,0.0,2587357,8195677,81957090,136143,10,1,0,136143,10,2587357,8.656309127807617,34481,0.5964915999938967,strom_t01,strom,4600,94600,heldout-r1800
15,2.805255461555347,2.294235009765625,2.2940638916015623,0.1512,0.15119999647140503,0.0,6838181,12446501,124469810,359399,150,15,0,9769,10,186251,1.2457526922225952,4983,7.587749599995732,strom_t01,strom,4600,94600,heldout-r1800
30,2.874001660654461,2.259801904296875,2.2577620056152345,0.1557,0.15570001304149628,0.0,9320479,14928799,149297590,489541,300,30,0,8543,10,162957,1.2604364156723022,5179,15.07971639999596,strom_t01,strom,4600,94600,heldout-r1800
45,2.8355768963810055,2.078846520996094,2.06923935546875,0.2339,0.2339000254869461,0.0,11954815,17563135,175645750,627685,450,45,0,8832,10,168448,1.1614645719528198,5329,22.56683069999417,strom_t01,strom,4600,94600,heldout-r1800
60,3.023901377673075,2.084944140625,2.084635656738281,0.2104,0.21040001511573792,0.0,14654682,20263002,202649220,769278,600,60,0,10132,10,193148,1.1737971305847168,6075,30.169725699997798,strom_t01,strom,4600,94600,heldout-r1800
75,3.163827130121458,2.0166635009765623,2.010494488525391,0.2518,0.2518000304698944,0.0,17581466,23189786,231921860,922814,750,75,0,9814,10,187106,1.1476932764053345,6169,37.65074839999579,strom_t01,strom,4600,94600,heldout-r1800
90,3.3755466717229226,2.0127239013671874,2.0041716247558594,0.2644,0.26440000534057617,0.0,20682271,26290591,262934710,1085509,900,90,0,10765,10,205175,1.1765626668930054,6754,45.130022599994845,strom_t01,strom,4600,94600,heldout-r1800
105,3.6174027050039737,2.0317796020507815,2.0221627380371094,0.2549,0.2549000084400177,0.017000000923871994,24038208,29646528,296498880,1261632,1050,105,0,11185,10,213155,1.1878972053527832,7379,52.60691009999573,strom_t01,strom,4600,94600,heldout-r1800
120,3.9579494978766885,2.1450277099609374,2.122461193847656,0.2195,0.21950002014636993,0.0,27500013,33108333,331121730,1443327,1200,120,0,14375,10,273765,1.370072841644287,9155,60.328979599995364,strom_t01,strom,4600,94600,heldout-r1800
135,4.183062497250736,2.1256756591796875,2.101547186279297,0.2095,0.2094999998807907,0.0,31339500,36947820,369521400,1644900,1350,135,0,16844,10,320676,1.5357083082199097,10883,67.95957139999518,strom_t01,strom,4600,94600,heldout-r1800
150,4.2317715382785535,1.9066214599609375,1.8962048767089843,0.2878,0.28780001401901245,0.0010000000474974513,35113912,40722232,407270320,1843048,1500,150,0,12249,10,233371,1.2012077569961548,8210,75.62954909999826,strom_t01,strom,4600,94600,heldout-r1800
165,4.536317663591355,1.9086898193359374,1.8899473327636718,0.2976,0.29760000109672546,0.0,39263346,44871666,448769460,2060934,1650,165,0,14168,10,269832,1.2729493379592896,9530,83.2497521999976,strom_t01,strom,4600,94600,heldout-r1800
180,4.924810166223347,1.9622200561523437,1.92992724609375,0.282,0.28200003504753113,0.0,43437556,49045876,490516360,2280124,1800,180,0,15471,10,294589,1.3563553094863892,10251,90.9700262999977,strom_t01,strom,4600,94600,heldout-r1800
195,5.198839170420543,1.8609998168945312,1.839526708984375,0.3489,0.3489000201225281,0.004999999888241291,48029462,53637782,536440220,2521298,1950,195,0,14612,10,278268,1.4053468704223633,10002,98.61105549999775,strom_t01,strom,4600,94600,heldout-r1800
210,5.728840399578586,1.9741822143554688,1.9640399597167968,0.2974,0.29739999771118164,0.0,52685398,58293718,583004380,2765842,2100,210,0,17802,10,338878,1.598249077796936,11964,106.25950419999572,strom_t01,strom,4600,94600,heldout-r1800
225,6.093097261713445,1.8857902587890625,1.869577459716797,0.3095,0.3095000088214874,0.007000000216066837,57899269,63507589,635147890,3039751,2250,225,0,16782,10,319498,1.4481712579727173,11295,113.99751029999607,strom_t01,strom,4600,94600,heldout-r1800
240,6.450903329337389,1.768225732421875,1.7417771026611328,0.3806,0.3806000351905823,0.11800000071525574,62855424,68463744,684714240,3300096,2400,240,0,17906,10,340854,1.370328426361084,12062,121.7067459999962,strom_t01,strom,4600,94600,heldout-r1800
255,7.567917568838597,2.39237294921875,2.328228973388672,0.2295,0.22950001060962677,0.0,68383403,73991723,739998830,3590537,2550,255,0,24856,10,472904,2.109691858291626,16078,129.29676619999373,strom_t01,strom,4600,94600,heldout-r1800
270,7.465926379037649,1.8181911987304689,1.7881299560546875,0.3468,0.3467999994754791,0.07199999690055847,73049789,78658109,786667490,3835631,2700,270,0,17274,10,328846,1.370255470275879,12055,136.79330859999754,strom_t01,strom,4600,94600,heldout-r1800
285,8.009828169002384,1.9051515014648437,1.899680908203125,0.3244,0.3243999779224396,0.010999999940395355,78216920,83825240,838343600,4107080,2850,285,0,16506,10,314254,1.3777517080307007,11721,144.4159831999932,strom_t01,strom,4600,94600,heldout-r1800
300,8.428725228504836,1.8457846435546874,1.8346768249511718,0.3577,0.357699990272522,0.020999999716877937,83205337,88813657,888232570,4369123,3000,300,0,14907,10,283873,1.2981139421463013,10338,151.89714689999528,strom_t01,strom,4600,94600,heldout-r1800
315,8.802087620678545,1.752766064453125,1.731448895263672,0.3772,0.3771999776363373,0.004999999888241291,88545482,94153802,941638820,4649678,3150,315,0,20509,10,390311,1.4284605979919434,14217,159.3919237999944,strom_t01,strom,4600,94600,heldout-r1800
330,9.962685244286806,2.4503052001953125,2.4080373474121095,0.205,0.20499999821186066,0.0,94654918,100263238,1002737980,4970722,3300,330,0,25997,10,494583,1.8078439235687256,17688,166.90712959999655,strom_t01,strom,4600,94600,heldout-r1800
345,9.899258442519606,1.9074909912109375,1.8978561645507812,0.3282,0.32820001244544983,0.00800000037997961,99491886,105100206,1051112460,5224794,3450,345,0,16997,10,323583,1.4596917629241943,11712,174.52151919999596,strom_t01,strom,4600,94600,heldout-r1800
360,10.241956720143556,1.7994653930664062,1.786253289794922,0.3385,0.3384999930858612,0.052000001072883606,104506162,110114482,1101260020,5488198,3600,360,0,17715,10,337225,1.3843047618865967,12240,181.99839289999363,strom_t01,strom,4600,94600,heldout-r1800
375,11.173865616440773,2.3050050048828123,2.3284816345214843,0.2555,0.25550001859664917,0.0,110322295,115930615,1159426150,5793805,3750,375,0,19990,10,380450,1.635359287261963,14021,189.48154629999772,strom_t01,strom,4600,94600,heldout-r1800
