round,train_objective,train_ce,test_ce,test_accuracy,macro_accuracy,worst_class_accuracy,uplink_packetized_bits,broadcast_downlink_bits,unicast_hybrid_downlink_bits,coordinate_events,messages,replay_rounds,checkpoint_rounds,round_coordinate_events,round_messages,round_uplink_packetized_bits,server_update_norm,aggregate_nonzeros,elapsed_seconds,config_name,method,partition_seed,train_seed,tag
1,3.787983780941105,3.3467162109375,3.375377374267578,0.1011,0.10109999030828476,0.0,2533093,8141413,81414450,133287,10,1,0,133287,10,2533093,8.535225868225098,34559,0.5957240999996429,strom_t01,strom,4200,94200,heldout-r1800
15,2.8038692278907638,2.300633630371094,2.303021746826172,0.1084,0.10840000212192535,0.0,6369090,11977410,119778900,334710,150,15,0,7642,10,145838,1.092885971069336,4136,7.634415500000614,strom_t01,strom,4200,94200,heldout-r1800
30,2.863206643664511,2.278900207519531,2.2809677795410157,0.1687,0.16869999468326569,0.0,8355564,13963884,139648440,438756,300,30,0,6996,10,133564,1.0342146158218384,4154,15.124812099998962,strom_t01,strom,4200,94200,heldout-r1800
45,2.9432959891790524,2.23883837890625,2.2336136779785156,0.1303,0.13030000030994415,0.0,10739993,16348313,163497530,563747,450,45,0,9201,10,175459,1.1837650537490845,5695,22.85990540000057,strom_t01,strom,4200,94200,heldout-r1800
60,2.971445281884819,2.098638195800781,2.088501373291016,0.2055,0.20549999177455902,0.0,13464750,19073070,190749900,706650,600,60,0,10043,10,191457,1.1580586433410645,5968,30.374745000000985,strom_t01,strom,4200,94200,heldout-r1800
75,3.1115520523842424,2.0311854248046877,2.0274965454101563,0.2431,0.24310000240802765,0.0,16375270,21983590,219859900,859330,750,75,0,9744,10,185776,1.1361337900161743,6069,37.879967099997884,strom_t01,strom,4200,94200,heldout-r1800
90,3.3185795570239427,2.009113220214844,2.0018975524902345,0.2369,0.23690000176429749,0.0,19591671,25199991,252028710,1028109,900,90,0,12481,10,237779,1.2123117446899414,7551,45.38004580000052,strom_t01,strom,4200,94200,heldout-r1800
105,3.543564911001921,1.9903735717773436,1.9822575134277345,0.266,0.26600000262260437,0.0,23068505,28676825,286801850,1210595,1050,105,0,10626,10,202534,1.1203570365905762,6858,53.088176199999,strom_t01,strom,4200,94200,heldout-r1800
120,3.7410093407351526,1.9363125,1.9340035888671876,0.2963,0.2962999939918518,0.0,26738759,32347079,323509190,1403261,1200,120,0,13058,10,248742,1.2389510869979858,8370,60.57015599999795,strom_t01,strom,4200,94200,heldout-r1800
135,4.135042012747005,2.060393469238281,2.0565557556152343,0.2458,0.24580001831054688,0.0,30670719,36279039,362833590,1609701,1350,135,0,15480,10,294760,1.4203519821166992,10037,68.0827352999986,strom_t01,strom,4200,94200,heldout-r1800
150,4.377541806624085,2.0134332153320313,2.0157123901367187,0.2627,0.26270002126693726,0.008999999612569809,34667032,40275352,402801520,1819528,1500,150,0,15586,10,296774,1.4094678163528442,10376,75.5683140000001,strom_t01,strom,4200,94200,heldout-r1800
165,4.679524791488052,2.005744665527344,1.9885936096191406,0.2588,0.2587999999523163,0.007000000216066837,38700566,44308886,443141660,2031314,1650,165,0,15545,10,295995,1.3654669523239136,10457,83.3052800000005,strom_t01,strom,4200,94200,heldout-r1800
180,4.908346133925393,1.9087783447265625,1.8905421203613282,0.3123,0.3122999966144562,0.010999999940395355,42965520,48573840,485796000,2255280,1800,180,0,14576,10,277584,1.3766624927520752,10289,90.81449050000083,strom_t01,strom,4200,94200,heldout-r1800
195,5.215795972623676,1.8846183959960938,1.8792656433105468,0.316,0.31599998474121094,0.003000000026077032,47376508,52984828,529910680,2486932,1950,195,0,12737,10,242643,1.2080975770950317,8672,98.2989708999994,strom_t01,strom,4200,94200,heldout-r1800
210,5.54777382138744,1.8803851928710937,1.875509503173828,0.3018,0.301800012588501,0.03200000151991844,51854205,57462525,574692450,2722095,2100,210,0,13823,10,263277,1.2944883108139038,9737,105.80361579999953,strom_t01,strom,4200,94200,heldout-r1800
225,6.006675428528711,2.0099267211914063,2.022951043701172,0.2393,0.23930001258850098,0.0,56408130,62016450,620236500,2961270,2250,225,0,15507,10,295273,1.3800361156463623,10611,113.52685930000007,strom_t01,strom,4200,94200,heldout-r1800
240,6.184504343225062,1.8504240356445312,1.8391211761474608,0.3339,0.3339000344276428,0.0010000000474974513,61000321,66608641,666163210,3202459,2400,240,0,16877,10,321303,1.3758996725082397,11596,121.02711590000035,strom_t01,strom,4200,94200,heldout-r1800
255,6.738755852484703,2.076897619628906,2.058866455078125,0.2474,0.24740000069141388,0.00800000037997961,65847321,71455641,714638010,3457059,2550,255,0,20176,10,383984,1.5410386323928833,13705,128.53618749999805,strom_t01,strom,4200,94200,heldout-r1800
270,6.767753336607664,1.7845235107421875,1.7772779113769532,0.3513,0.3513000011444092,0.12800000607967377,70642793,76251113,762597530,3708947,2700,270,0,17481,10,332779,1.3424232006072998,11761,136.03643399999783,strom_t01,strom,4200,94200,heldout-r1800
285,7.116971736110747,1.8087158813476563,1.8052229583740234,0.3411,0.34109997749328613,0.010999999940395355,75522112,81130432,811395520,3965248,2850,285,0,14783,10,281517,1.2442265748977661,10247,143.7638533999998,strom_t01,strom,4200,94200,heldout-r1800
300,7.476490371321887,1.8554126953125,1.860952178955078,0.3084,0.3084000051021576,0.00800000037997961,80273732,85882052,858916520,4214828,3000,300,0,17244,10,328276,1.4476187229156494,12114,151.26482609999948,strom_t01,strom,4200,94200,heldout-r1800
315,7.859102237995715,1.9278336181640625,1.9158274291992188,0.2774,0.2773999869823456,0.014999999664723873,85170113,90778433,907885130,4472027,3150,315,0,20104,10,382616,1.5327751636505127,13833,158.77664300000106,strom_t01,strom,4200,94200,heldout-r1800
330,8.237602226769924,2.0232884765625,2.027521954345703,0.2689,0.2689000070095062,0.00800000037997961,90174148,95782468,957930280,4734892,3300,330,0,20386,10,387974,1.5174978971481323,14119,166.29297229999793,strom_t01,strom,4200,94200,heldout-r1800
345,8.379547271189093,1.9113162719726562,1.897309130859375,0.3077,0.3077000081539154,0.008999999612569809,94683157,100291477,1003025170,4971703,3450,345,0,14941,10,284519,1.3260843753814697,10521,173.9979400000011,strom_t01,strom,4200,94200,heldout-r1800
360,8.679882488410176,1.962805615234375,1.9473531616210937,0.2908,0.290800005197525,0.023000000044703484,99371488,104979808,1049913280,5217952,3600,360,0,18166,10,345794,1.476617693901062,12981,181.47951040000044,strom_t01,strom,4200,94200,heldout-r1800
375,8.866800563888251,1.9178456787109375,1.9025010192871095,0.3212,0.32120001316070557,0.0,104465317,110073637,1100856370,5485543,3750,375,0,15269,10,290751,1.4279005527496338,10653,188.9568556999984,strom_t01,strom,4200,94200,heldout-r1800
390,9.074376813073457,1.9068445922851562,1.907327276611328,0.338,0.33799996972084045,0.03799999877810478,109460517,115068837,1150813170,5747943,3900,390,0,18955,10,360785,1.5241062641143799,12918,196.4485139999997,strom_t01,strom,4200,94200,heldout-r1800
405,9.231170890422165,1.8493000244140625,1.8521782653808594,0.3273,0.32729998230934143,0.0,114873945,120482265,1204952250,6032355,4050,405,0,20651,10,393009,1.5261389017105103,14237,204.17673749999813,strom_t01,strom,4200,94200,heldout-r1800
420,9.812678002984821,2.238698767089844,2.234754895019531,0.2552,0.25519999861717224,0.06300000101327896,120731099,126339419,1263528590,6340121,4200,420,0,24828,10,472372,1.8632229566574097,16768,211.6808951999992,strom_t01,strom,4200,94200,heldout-r1800
435,10.31823799480349,2.550061853027344,2.532275115966797,0.2467,0.2467000037431717,0.0,126587740,132196060,1322099800,6647860,4350,435,0,25765,10,490175,1.840027093887329,17435,219.18811540000024,strom_t01,strom,4200,94200,heldout-r1800
450,9.828219469693304,1.8714713623046875,1.8632107482910156,0.3174,0.3173999786376953,0.07000000029802322,132530508,138138828,1381532280,6960132,4500,450,0,17763,10,338137,1.3923002481460571,11927,226.68663749999905,strom_t01,strom,4200,94200,heldout-r1800
465,10.109904398642481,1.9652818603515625,1.960630126953125,0.3033,0.30330002307891846,0.0,138146932,143755252,1437701320,7255228,4650,465,0,21440,10,408000,1.6941072940826416,14610,234.41916539999875,strom_t01,strom,4200,94200,heldout-r1800
480,10.632216823853554,2.302382507324219,2.308996435546875,0.2348,0.23480001091957092,0.0,143522949,149131269,1491466290,7537671,4800,480,0,21361,10,406499,1.738706350326538,14442,241.8998262999994,strom_t01,strom,4200,94200,heldout-r1800
495,10.54272705117166,2.0301265380859377,2.0408651977539063,0.2682,0.26820001006126404,0.007000000216066837,149393897,155002217,1550180570,7846163,4950,495,0,24886,10,473474,1.9070395231246948,16298,249.369169900001,strom_t01,strom,4200,94200,heldout-r1800
510,11.18998556805253,2.483131555175781,2.5027017822265627,0.1911,0.19110001623630524,0.0,155332884,160941204,1609575240,8158236,5100,510,0,25649,10,487971,2.0564775466918945,16718,256.8500595000005,strom_t01,strom,4200,94200,heldout-r1800
525,10.78376008015424,1.8803991821289063,1.8818398193359376,0.3378,0.337799996137619,0.0020000000949949026,160896735,166505055,1665218550,8450565,5250,525,0,23183,10,441117,1.7422685623168945,15753,264.57975459999943,strom_t01,strom,4200,94200,heldout-r1800
540,10.918179760822653,1.815121435546875,1.8167303833007813,0.3815,0.3815000057220459,0.0,166748265,172356585,1723738650,8758035,5400,540,0,14874,10,283246,1.2755390405654907,10114,272.06799089999913,strom_t01,strom,4200,94200,heldout-r1800
555,11.040292762733996,1.7340396118164063,1.7414449310302735,0.3817,0.3817000091075897,0.08299999684095383,172403373,178011693,1780294530,9055167,5550,555,0,15899,10,302721,1.3518505096435547,10958,279.57046569999875,strom_t01,strom,4200,94200,heldout-r1800
