round,group,parameter_count,coordinate_events,active_clients,firing_fraction,mean_abs_pre_reset_evidence,config_name,partition_seed,train_seed
1,stem,464,228,9,0.04913793103448276,0.004284634906798601,event_t0125_q005,4400,94400
1,stage1.block1,4672,1160,10,0.02482876712328767,0.0026031071902252734,event_t0125_q005,4400,94400
1,stage1.block2,4672,841,10,0.01800085616438356,0.0020975322928279637,event_t0125_q005,4400,94400
1,stage2.block1,14528,5429,10,0.03736921806167401,0.002460991858970374,event_t0125_q005,4400,94400
1,stage2.block2,18560,8010,10,0.0431573275862069,0.0028808434959501027,event_t0125_q005,4400,94400
1,stage3.block1,57728,27450,10,0.04755058203991131,0.002901593875139952,event_t0125_q005,4400,94400
1,stage3.block2,73984,37519,10,0.05071231617647059,0.0030733165564015507,event_t0125_q005,4400,94400
1,head,650,1958,10,0.30123076923076925,0.015096457581967116,event_t0125_q005,4400,94400
2,stem,464,64,9,0.013793103448275862,0.003910240880213678,event_t0125_q005,4400,94400
2,stage1.block1,4672,252,10,0.0053938356164383566,0.0024378782836720347,event_t0125_q005,4400,94400
2,stage1.block2,4672,110,10,0.0023544520547945204,0.0019460885436274112,event_t0125_q005,4400,94400
2,stage2.block1,14528,903,10,0.006215583700440529,0.0019513081992045046,event_t0125_q005,4400,94400
2,stage2.block2,18560,867,10,0.004671336206896552,0.002214805700350553,event_t0125_q005,4400,94400
2,stage3.block1,57728,3902,10,0.006759284922394679,0.002173954132013023,event_t0125_q005,4400,94400
2,stage3.block2,73984,6416,10,0.008672145328719722,0.002323448960669339,event_t0125_q005,4400,94400
2,head,650,1927,10,0.29646153846153844,0.013076995220035314,event_t0125_q005,4400,94400
3,stem,464,45,9,0.009698275862068966,0.003958195471204818,event_t0125_q005,4400,94400
3,stage1.block1,4672,145,10,0.0031035958904109587,0.002466276451013982,event_t0125_q005,4400,94400
3,stage1.block2,4672,52,10,0.001113013698630137,0.0019949651090428234,event_t0125_q005,4400,94400
3,stage2.block1,14528,438,10,0.0030148678414096916,0.001913754304405302,event_t0125_q005,4400,94400
3,stage2.block2,18560,436,10,0.002349137931034483,0.0022166660404764117,event_t0125_q005,4400,94400
3,stage3.block1,57728,2626,10,0.004548919068736142,0.002181713527534157,event_t0125_q005,4400,94400
3,stage3.block2,73984,5406,10,0.007306985294117647,0.0023451463785022497,event_t0125_q005,4400,94400
3,head,650,1740,10,0.2676923076923077,0.011295492108911277,event_t0125_q005,4400,94400
4,stem,464,18,7,0.003879310344827586,0.003990415204316378,event_t0125_q005,4400,94400
4,stage1.block1,4672,109,9,0.0023330479452054794,0.00251027662307024,event_t0125_q005,4400,94400
