round,jump,reference_size,reference_objective_before,reference_objective_after,objective_change,gradient_sq_norm,gradient_norm,coordinate_events,aggregate_nonzeros,aggregate_l1,aggregate_energy,event_energy_ratio,cancellation_fraction,descent_mass,harmful_mass,net_alignment,inner_product_alignment,alignment_identity_error,alignment_ratio,harmful_share,first_order_change,curvature_remainder,objective_decreased,net_alignment_positive,update_reconstruction_error,ideal_local_mass,memory_opposition_penalty,local_drift_term,heterogeneity_term,silent_local_mass,event_local_mass_fraction,decomposition_alignment,decomposition_identity_error,kappa_gradient_sq,defect,coverage_deficit,memory_penalty,drift_penalty,heterogeneity_penalty,defect_upper_bound,defect_bound_slack,regime,local_steps,partition_seed,train_seed
1.0,0.0049950273089797445,60000.0,2.3051765606880186,2.3051259243011475,-5.0636386871083516e-05,0.612396822701744,0.7825578717907986,3.0,3.0,3.0,3.0,0.1,0.0,0.010886444622883573,0.0,0.010886444622883573,0.010886444622883573,0.0,0.01777678168684034,0.0,-5.437808818899915e-05,3.7417013179156305e-06,1.0,1.0,0.0,0.17092743888497353,0.0,-0.15992112387903035,-0.00011987038305960596,823.457356154403,0.00020752983146627636,0.010886444622883573,0.0,4.899174581613952,4.8882881369910685,4.7282471427289785,0.0,0.15992112387903035,0.00011987038305960596,4.8882881369910685,0.0,iid,5,3200,73200
5.0,0.004975664333249537,60000.0,2.181407938289642,1.976023140716553,-0.20538479757308914,0.9628577938874776,0.9812531752241506,4387.0,1114.0,4385.0,25377.0,0.5784590836562571,0.00045589240939136744,69.20450576876101,0.015473463386754815,69.18903230537425,69.18903230537425,0.0,71.85799683463941,0.00022354042226537524,-0.3442614002939007,0.13887660272081154,1.0,1.0,6.032785648812933e-08,55.5585488579236,0.0,13.823923798838223,-0.1934403513875651,860.8457908814034,0.06062667585547154,69.18903230537425,0.0,7.702862351099821,0.0,0.0,0.0,0.0,0.1934403513875651,0.1934403513875651,0.1934403513875651,iid,5,3200,73200
10.0,0.004952571291072609,60000.0,1.487524605178833,1.3907807379722597,-0.09674386720657324,0.494748596232978,0.7033836764049746,3056.0,1704.0,3056.0,7784.0,0.2547120418848168,0.0,23.42748057550899,0.27130718263393305,23.156173392875058,23.156173392875058,0.0,46.80391934244271,0.011448146015009214,-0.11468259955665241,0.017938732350079173,1.0,1.0,1.5359765015432458e-08,24.88527835032437,0.0,-1.4846556785740859,-0.24444927887522566,519.5708945695483,0.045706669495299716,23.156173392875058,0.0,3.957988769863824,0.0,0.0,0.0,1.4846556785740859,0.24444927887522566,1.7291049574493116,1.7291049574493116,iid,5,3200,73200
15.0,0.004930605096731035,60000.0,1.1710505235672,1.129519193172455,-0.04153133039474488,0.13394445174990932,0.36598422336203146,2449.0,1739.0,2449.0,4525.0,0.1847692935892201,0.0,9.596970331029091,0.3203285400944633,9.276641790934628,9.276641790934628,0.0,69.25737997909202,0.032299978477725616,-0.04573945729493039,0.004208126900185509,1.0,1.0,4.5625303535246076e-09,15.475053978385404,0.0,-6.058348814271085,-0.1400633731796912,466.8556942885498,0.03208390515012549,9.276641790934628,0.0,1.0715556139992746,0.0,0.0,0.0,6.058348814271085,0.1400633731796912,6.198412187450776,6.198412187450776,iid,5,3200,73200
20.0,0.004909665222809563,60000.0,0.9994142060756683,0.9762646143436433,-0.02314959173202502,0.055898651571440014,0.23642895671097483,1779.0,1372.0,1773.0,2865.0,0.16104553119730186,0.003372681281618939,5.353134335212069,0.2050707749049181,5.1480635603071505,5.1480635603071505,0.0,92.0963818550754,0.03689514345766953,-0.025275268626853198,0.002125676894828177,1.0,1.0,0.0,10.33651538862614,0.0,-5.023969930688395,-0.16448189763059418,423.8664189998817,0.02380572439747132,5.1480635603071505,0.0,0.4471892125715201,0.0,0.0,0.0,5.023969930688395,0.16448189763059418,5.188451828318989,5.188451828318989,iid,5,3200,73200
25.0,0.004889663842714643,60000.0,0.8998526484489442,0.8808679912567141,-0.01898465719223008,0.08882146278818276,0.2980292985398965,1849.0,1520.0,1841.0,2687.0,0.14532179556517036,0.004326663061114067,4.627356081566545,0.38034679215903333,4.2470092894075115,4.2470092894075115,0.0,47.81512436397922,0.07595234816239543,-0.020766447762089118,0.0017817905698590368,1.0,1.0,1.862645149230957e-09,11.602344168466516,0.0,-7.165118332589145,-0.19021654646985864,469.61027173793445,0.02411064004756527,4.2470092894075115,0.0,0.7105717023054621,0.0,0.0,0.0,7.165118332589145,0.19021654646985864,7.355334879059004,7.355334879059004,iid,5,3200,73200
30.0,0.004870523791274274,60000.0,0.8170087564945222,0.8042710396766662,-0.01273771681785596,0.04093444090754742,0.20232261590723719,1568.0,1364.0,1564.0,2044.0,0.13035714285714287,0.0025510204081632404,2.9307008655251288,0.173968835565268,2.7567320299598608,2.7567320299598608,0.0,67.34505147355218,0.056034571247359444,-0.013426728938087327,0.0006890121202313675,1.0,1.0,0.0,8.469614688539878,0.0,-5.3327269944277305,-0.3801556641522863,470.379678982139,0.017687432769535882,2.7567320299598608,0.0,0.3274755272603794,0.0,0.0,0.0,5.3327269944277305,0.3801556641522863,5.712882658580017,5.712882658580017,iid,5,3200,73200
35.0,0.00485217691736981,60000.0,0.7590538917064668,0.750145209646225,-0.008908682060241757,0.027145238825751924,0.1647581221844675,1437.0,1259.0,1433.0,1859.0,0.12936673625608908,0.0027835768963118124,2.200509580934275,0.17289214874702175,2.0276174321872533,2.0276174321872533,0.0,74.69514065441597,0.07284571616547945,-0.009838358501715636,0.0009296764414738791,1.0,1.0,0.0,7.4972707337583415,0.0,-5.270631159160189,-0.19902214241089922,466.01535152570614,0.015833307036217,2.0276174321872533,0.0,0.2171619106060154,0.0,0.0,0.0,5.270631159160189,0.19902214241089922,5.469653301571088,5.469653301571088,iid,5,3200,73200
40.0,0.004834562741728745,60000.0,0.7155032533168794,0.7076115680217743,-0.007891685295105089,0.03321648891663341,0.1822539133095183,1740.0,1552.0,1718.0,2114.0,0.12149425287356322,0.012643678160919491,2.242794148754168,0.38236210998783093,1.8604320387663371,1.8604320387663371,0.0,56.00929235584293,0.1456530858742339,-0.008994375418138181,0.0011026901230330923,1.0,1.0,0.0,9.385658048209734,0.0,-7.173684975524452,-0.3515410339189451,527.6056123304716,0.01747823207924973,1.8604320387663371,0.0,0.2657319113330673,0.0,0.0,0.0,7.173684975524452,0.3515410339189451,7.525226009443397,7.525226009443397,iid,5,3200,73200
45.0,0.004817627354629756,60000.0,0.6814130975246429,0.6751192104816437,-0.006293887042999158,0.022757469251059315,0.15085578958415655,1591.0,1442.0,1581.0,1893.0,0.11898177247014456,0.006285355122564451,1.7533790412337389,0.2567160847745651,1.4966629564591738,1.4966629564591738,0.0,65.76579056080708,0.12771340094951533,-0.007210364399698759,0.000916477356699601,1.0,1.0,0.0,9.097424553474411,0.0,-7.1637717710041215,-0.436989826011116,545.333215263714,0.016408589100476285,1.4966629564591738,0.0,0.18205975400847452,0.0,0.0,0.0,7.1637717710041215,0.436989826011116,7.600761597015238,7.600761597015238,iid,5,3200,73200
