round,jump,reference_size,reference_objective_before,reference_objective_after,objective_change,gradient_sq_norm,gradient_norm,coordinate_events,aggregate_nonzeros,aggregate_l1,aggregate_energy,event_energy_ratio,cancellation_fraction,descent_mass,harmful_mass,net_alignment,inner_product_alignment,alignment_identity_error,alignment_ratio,harmful_share,first_order_change,curvature_remainder,objective_decreased,net_alignment_positive,update_reconstruction_error,ideal_local_mass,memory_opposition_penalty,local_drift_term,heterogeneity_term,silent_local_mass,event_local_mass_fraction,decomposition_alignment,decomposition_identity_error,kappa_gradient_sq,defect,coverage_deficit,memory_penalty,drift_penalty,heterogeneity_penalty,defect_upper_bound,defect_bound_slack,regime,local_steps,partition_seed,train_seed
1.0,0.0049950273089797445,60000.0,2.3051766083717347,2.3039244885921484,-0.0012521197795862804,0.6123968267589308,0.7825578743830586,187.0,147.0,155.0,175.0,0.09358288770053476,0.17112299465240643,0.6931541462663517,0.43988403277481325,0.2532701134915385,0.2532701134915385,0.0,0.4135718906839436,0.3882340779964411,-0.001265091133438634,1.2971353852353528e-05,1.0,1.0,9.313225746154785e-10,21.901836823672056,0.0,-11.869828356371727,-9.77873835380879,1031.804790953196,0.02078551680924794,0.2532701134915385,0.0,4.8991746140714465,4.645904500579908,0.0,0.0,11.869828356371727,9.77873835380879,21.648566710180518,17.002662209600608,strong,5,2500,72500
5.0,0.004975664333249537,60000.0,2.1699056635379788,2.0070371181488036,-0.16286854538917517,0.9619907598228918,0.980811276353862,7712.0,5639.0,7076.0,10680.0,0.13848547717842324,0.08246887966804983,56.547060114501356,4.258810763000062,52.28824935150129,52.28824935150129,0.0,54.35421163621974,0.07003946660972585,-0.2601687773463232,0.09730023195714804,1.0,1.0,2.63417798684884e-09,114.77363017806783,0.0,131.35355405870632,-193.83893488527286,962.0019471330397,0.10659011273702658,52.28824935150129,0.0,7.695926078583135,0.0,0.0,0.0,0.0,193.83893488527286,193.83893488527286,193.83893488527286,strong,5,2500,72500
10.0,0.004952571291072609,60000.0,1.511992067527771,1.456431638526917,-0.055560429000854006,0.21811470317189793,0.4670275186452057,7422.0,5451.0,6164.0,7998.0,0.10776071139854487,0.1694960926973862,20.79311091511999,6.59372925559864,14.19938165952135,14.199381659521347,3.552713678800501e-15,65.10052487534828,0.24076268800986037,-0.07032344995792837,0.014763020957074366,1.0,1.0,2.63417798684884e-09,83.29277023789473,0.0,68.8446306696182,-137.93801924799158,598.6011853093041,0.1221491546600598,14.19938165952135,0.0,1.7449176253751835,0.0,0.0,0.0,0.0,137.93801924799158,137.93801924799158,137.93801924799158,strong,5,2500,72500
15.0,0.004930605096731035,60000.0,1.2334476840019228,1.1887755345821382,-0.04467214941978459,0.19626961388367148,0.44302326562345623,7192.0,5159.0,5738.0,7196.0,0.10005561735261402,0.20216907675194662,17.361267967962274,6.85493848657914,10.506329481383133,10.506329481383133,0.0,53.530086871267855,0.2830723507188134,-0.05180256168884321,0.007130412269058618,1.0,1.0,2.63417798684884e-09,76.49430015659891,0.0,69.69958175178965,-135.68755242700544,584.0465581279241,0.11580555418670191,10.50632948138312,1.4210854715202004e-14,1.5701569110693718,0.0,0.0,0.0,0.0,135.68755242700544,135.68755242700544,135.68755242700544,strong,5,2500,72500
20.0,0.004909665222809563,60000.0,1.0329549233436583,1.0112793724060058,-0.0216755509376525,0.1348387870958212,0.36720401290811244,7221.0,5385.0,5877.0,6999.0,0.09692563356875779,0.18612380556709596,12.916199886082277,6.071931549450872,6.844268336631405,6.844268336631405,0.0,50.75889871189383,0.31977509583108615,-0.033603066227935866,0.011927515290283366,1.0,1.0,0.0,68.86470757325878,0.0,70.8096779542102,-132.8301171908376,551.8205618122483,0.11094947950260918,6.844268336631387,1.7763568394002505e-14,1.0787102967665696,0.0,0.0,0.0,0.0,132.8301171908376,132.8301171908376,132.8301171908376,strong,5,2500,72500
25.0,0.004889663842714643,60000.0,0.8998716579914094,0.8806599716663362,-0.019211686325073196,0.15341406349603764,0.39168107370159927,7103.0,5526.0,5963.0,6971.0,0.09814163029705758,0.160495565254118,11.853205122472557,5.814519640104807,6.03868548236775,6.03868548236775,0.0,39.3620072681519,0.3291040424413192,-0.029527142060659418,0.010315455735586222,1.0,1.0,2.7939677238464355e-09,62.826570171746425,0.0,76.36729325059127,-133.15517793996995,606.0312892529546,0.09393112346139568,6.038685482367754,3.552713678800501e-15,1.2273125079683012,0.0,0.0,0.0,0.0,133.15517793996995,133.15517793996995,133.15517793996995,strong,5,2500,72500
30.0,0.004870523791274274,60000.0,0.8034910932540895,0.7894550624370577,-0.014036030817031864,0.1672532693749075,0.4089660980752653,6694.0,5305.0,5708.0,6574.0,0.09820734986555124,0.14729608604720645,11.912428539724829,4.912371215908518,7.000057323816311,7.0000573238163115,8.881784197001252e-16,41.85303731268351,0.29197204645860575,-0.03409394573593107,0.020057914918899203,1.0,1.0,0.0,56.58877635380486,0.0,78.40560381847001,-127.99432284845857,564.3662408631099,0.09113184495622977,7.000057323816307,3.552713678800501e-15,1.33802615499926,0.0,0.0,0.0,0.0,127.99432284845857,127.99432284845857,127.99432284845857,strong,5,2500,72500
35.0,0.00485217691736981,60000.0,0.7386812245368958,0.7312895067930223,-0.007391717743873483,0.14192309786171636,0.37672682126670565,7641.0,5974.0,6503.0,7713.0,0.10094228504122497,0.14893338568250225,13.840162168038416,4.349958855694254,9.490203312344162,9.490203312344162,0.0,66.86863135971707,0.2391385329442755,-0.04604814545330286,0.038656427709429377,1.0,1.0,1.31708899342442e-09,65.00098537292797,0.0,95.5542145872414,-151.06499664782518,597.3507288254332,0.09813666059821123,9.490203312344192,3.019806626980426e-14,1.135384782893731,0.0,0.0,0.0,0.0,151.06499664782518,151.06499664782518,151.06499664782518,strong,5,2500,72500
40.0,0.004834562741728745,60000.0,0.6907287233352661,0.681488795852661,-0.00923992748260516,0.07880446455289616,0.2807213289953155,6349.0,4926.0,5251.0,5957.0,0.0938257993384785,0.17294062057016857,8.320432861673513,4.805322428954277,3.5151104327192364,3.5151104327192373,8.881784197001252e-16,44.60547321351036,0.36609873661026054,-0.016994021931086428,0.007754094448481269,1.0,1.0,0.0,49.81988766795257,0.0,63.63429419053318,-109.93907142576651,603.8988792754099,0.07620997007765103,3.51511043271924,3.552713678800501e-15,0.6304357164231693,0.0,0.0,0.0,0.0,109.93907142576651,109.93907142576651,109.93907142576651,strong,5,2500,72500
45.0,0.004817627354629756,60000.0,0.6636444200992585,0.6571493363142014,-0.006495083785057143,0.13333224134698202,0.36514687640315646,6625.0,5216.0,5655.0,6597.0,0.09957735849056604,0.14641509433962263,9.711870011044908,5.438941982663516,4.272928028381393,4.272928028381392,8.881784197001252e-16,32.04722267633365,0.358986830865706,-0.020585374953894387,0.014090291168837244,1.0,1.0,0.0,50.71585183287971,0.0,70.21197616988411,-116.65489997438243,628.9157176260414,0.07462256627257088,4.272928028381386,6.217248937900877e-15,1.0666579307758561,0.0,0.0,0.0,0.0,116.65489997438243,116.65489997438243,116.65489997438243,strong,5,2500,72500
