audited_rounds,weighted_alignment_ratio,positive_alignment_fraction,objective_decrease_fraction,positive_without_descent_fraction,late_alignment_ratio,late_objective_decrease_fraction,harmful_mass_share,event_local_mass_fraction,ideal_local_ratio,memory_penalty_ratio,local_drift_ratio,heterogeneity_ratio,mean_curvature_remainder,mean_coordinate_events_per_audit,mean_aggregate_energy,mean_cancellation_fraction,max_memory_opposition_penalty,defect_to_target_fraction,max_alignment_identity_error,max_decomposition_identity_error,max_update_reconstruction_error,min_defect_bound_slack,regime,local_steps,partition_seed,train_seed,audit_stride,audit_protocol,reference_per_client,final_train_objective,final_test_ce,final_test_accuracy,final_worst_class_accuracy,coordinate_events_total,uplink_packetized_bits,unicast_hybrid_total_bits
31,19.719241457786485,1.0,0.8709677419354839,0.12903225806451613,23.88863882443522,0.8,0.29725399972512173,0.057120667349396186,454.75643840001237,0.0,-90.80556601542538,-344.23163092680045,0.009471819138628072,3267.935483870968,3128.7741935483873,0.11293739285749298,0.0,0.1635186749298395,8.881784197001252e-16,1.2434497875801753e-14,1.31708899342442e-09,0.09815879166126251,strong,1,3400,73400,5,independent_single_round_replay,6000,0.7884365692138672,0.7975800037384033,0.7213,0.166,502218,8131488,97756768
