audited_rounds,weighted_alignment_ratio,positive_alignment_fraction,objective_decrease_fraction,positive_without_descent_fraction,late_alignment_ratio,late_objective_decrease_fraction,harmful_mass_share,event_local_mass_fraction,ideal_local_ratio,memory_penalty_ratio,local_drift_ratio,heterogeneity_ratio,mean_curvature_remainder,mean_coordinate_events_per_audit,mean_aggregate_energy,mean_cancellation_fraction,max_memory_opposition_penalty,defect_to_target_fraction,max_alignment_identity_error,max_decomposition_identity_error,max_update_reconstruction_error,min_defect_bound_slack,regime,local_steps,partition_seed,train_seed,audit_stride,audit_protocol,reference_per_client,final_train_objective,final_test_ce,final_test_accuracy,final_worst_class_accuracy,coordinate_events_total,uplink_packetized_bits,unicast_hybrid_total_bits
31,45.68277573480203,1.0,0.967741935483871,0.03225806451612903,18.335610952782332,0.9,0.06926970038233338,0.01915764537434445,109.30952440519779,0.0,-58.19529542386959,-5.4314532465261705,0.007228203368942464,1751.1935483870968,2869.7096774193546,0.02995996030854271,0.0,0.2083663347263751,1.1102230246251565e-16,0.0,6.186113665762605e-08,1.4774732562727877e-05,iid,5,2500,72500,5,independent_single_round_replay,6000,0.4467611361980438,0.47672373056411743,0.8312,0.488,256069,4192720,54430320
