comparison,n_pairs,mean_accuracy_difference_points,std_accuracy_difference_points,ci95_low_points,ci95_high_points,event_wins
event_minus_dense,10,0.92799999999999883,1.0635558805775589,0.16717795596237295,1.6888220440376247,7
event_minus_ef_topk,10,2.2989999999999986,1.2789357554883893,1.3841044750417089,3.2138955249582883,9
event_minus_sign_ef,10,3.9849999999999985,0.7216377977289623,3.4687714177981799,4.5012285822018168,10
event_minus_strom,10,26.053000000000001,5.6098961170813526,22.039922070969336,30.066077929030666,10
